"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"28-05-2025";"00:00";14,4;10,2;76;240;7,6;;14,8;0;1021,3;984,3;0
11012;"Kremsmünster";383;"28-05-2025";"00:00";14,5;8,8;69;242;11,9;244;20,2;0;1021,3;975,5;0
11022;"Retz";320;"28-05-2025";"00:00";15,4;6,6;56;288;18;293;29,2;0;1019,9;982,2;0
11035;"Wien/Hohe Warte";203;"28-05-2025";"00:00";15,4;8,9;65;288;20,2;291;33,1;0;1019,5;994,9;0
11036;"Wien/Schwechat";183;"28-05-2025";"00:00";15,6;8,7;64;300;14,8;;24,1;0;1019,9;998,2;0
11101;"Bregenz";424;"28-05-2025";"00:00";15;8,5;66;119;18,7;128;30,2;0;1021,9;970,8;0
11121;"Innsbruck";579;"28-05-2025";"00:00";10,2;7,8;85;321;4,3;340;6,5;0;1023,6;954,6;0
11126;"Patscherkofel";2247;"28-05-2025";"00:00";2,2;0,6;90;327;14,8;335;27;0;;780,2;0
11130;"Kufstein";495;"28-05-2025";"00:00";10,7;9;90;227;0,4;131;4,7;0;1023,1;964,8;0
11150;"Salzburg";430;"28-05-2025";"00:00";12,8;10,7;87;160;11,2;;13;0;1022,1;969,7;0
11155;"Feuerkogel";1618;"28-05-2025";"00:00";5,9;2,1;77;307;18,7;314;43,6;0;;842;0
11157;"Aigen im Ennstal";640;"28-05-2025";"00:00";11,6;7,6;77;155;1,4;226;15,8;0;1022,8;946,7;0
11171;"Mariazell";866;"28-05-2025";"00:00";8,3;5,2;81;0;0;264;6,5;0;1022,8;922,1;0
11190;"Eisenstadt";184;"28-05-2025";"00:00";16,6;8,6;59;286;25,2;276;38,9;0;1019,1;997,6;0
11204;"Lienz";659;"28-05-2025";"00:00";10,6;8,4;86;328;1,4;312;5,8;0;1022,3;944,2;0
11240;"Graz/Flughafen";340;"28-05-2025";"00:00";15,4;6,6;56;20;3,6;;18,4;0;1020,2;977,6;0
11244;"Bad Gleichenberg";280;"28-05-2025";"00:00";16,4;7,3;55;343;7,6;329;14,8;0;1020;988,1;0
11265;"Villacher Alpe";2140;"28-05-2025";"00:00";3,1;0,5;83;8;16,2;360;30,6;0;;788,9;0
11331;"Klagenfurt/Flughafen";447;"28-05-2025";"00:00";13,3;10,5;84;41;1,1;300;11,2;0;1021,1;968;0
11343;"Sonnblick";3105;"28-05-2025";"00:00";-3,3;-4,1;96;356;10,8;359;32,4;;;700,2;0
11389;"St. Pölten";270;"28-05-2025";"00:00";15,2;9,3;68;235;14,4;200;28,4;0;1020,7;988,9;0
11010;"Linz/Hörsching";298;"28-05-2025";"01:00";13;9,4;79;280;9,4;;11,2;0;1021,3;984,1;0
11012;"Kremsmünster";383;"28-05-2025";"01:00";13,6;8,5;71;236;10,8;251;18,4;0;1021,3;975,3;0
11022;"Retz";320;"28-05-2025";"01:00";15,5;7,2;58;287;19,1;288;26,6;0;1019,6;982;0
11035;"Wien/Hohe Warte";203;"28-05-2025";"01:00";15,1;9,1;67;286;19,8;286;31,3;0;1019,5;994,8;0
11036;"Wien/Schwechat";183;"28-05-2025";"01:00";15,3;8,8;65;290;16,6;;22,3;0;1019,7;998;0
11101;"Bregenz";424;"28-05-2025";"01:00";14,3;8,4;68;128;15,1;115;30,6;0;1022;970,7;0
