"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"04-05-2025";"00:00";14,7;12;84;0;1,8;;7,6;0;1007,3;970,9;0
11012;"Kremsmünster";383;"04-05-2025";"00:00";16,5;11,2;71;227;17,3;227;24,1;0;1007,3;962,4;0
11022;"Retz";320;"04-05-2025";"00:00";16,9;10,2;65;227;12,6;233;15,8;0;1006;969,1;0
11035;"Wien/Hohe Warte";203;"04-05-2025";"00:00";16,9;13;78;300;8,6;302;24,5;0;1006,1;981,9;0
11036;"Wien/Schwechat";183;"04-05-2025";"00:00";15,3;13,5;89;180;7,6;;16,6;0;1006,8;985,4;0
11101;"Bregenz";424;"04-05-2025";"00:00";17,9;10,2;61;129;21,6;139;38,5;0;1009,2;959,2;0
11121;"Innsbruck";579;"04-05-2025";"00:00";14,8;9,3;70;277;7,9;268;18;0;1010,9;943,8;0
11126;"Patscherkofel";2247;"04-05-2025";"00:00";6;1;70;201;19,4;213;28,4;0;;773,3;0
11130;"Kufstein";495;"04-05-2025";"00:00";18,7;8;50;225;5;144;24,8;0;1008,5;952,6;0
11150;"Salzburg";430;"04-05-2025";"00:00";16,4;11,2;71;150;11,2;;18,4;0;1008,2;957,1;0
11155;"Feuerkogel";1618;"04-05-2025";"00:00";11,6;5,4;66;280;23,8;282;53,3;0;;833,2;0
11157;"Aigen im Ennstal";640;"04-05-2025";"00:00";11,1;8,9;88;250;3,6;238;13;0;1010,9;935,6;0
11171;"Mariazell";866;"04-05-2025";"00:00";11,5;11,1;97;134;10,4;142;16,9;0;1009,7;911,5;0
11190;"Eisenstadt";184;"04-05-2025";"00:00";15,1;13,1;88;336;3,6;347;15,5;0;1006,4;985,1;0
11204;"Lienz";659;"04-05-2025";"00:00";15,7;10,6;72;273;9;273;34,6;0;1011,1;935,2;0
11240;"Graz/Flughafen";340;"04-05-2025";"00:00";15,3;9,7;69;160;3,6;;9,4;0;1007,6;965,6;0
11244;"Bad Gleichenberg";280;"04-05-2025";"00:00";15,3;11,3;77;341;3,2;323;5,8;0;1007,9;976,3;0
11265;"Villacher Alpe";2140;"04-05-2025";"00:00";5,7;5,7;100;241;56,9;245;69,5;0;;781,9;0
11331;"Klagenfurt/Flughafen";447;"04-05-2025";"00:00";18,8;8,8;52;288;2,5;279;23,8;0;1009,3;957,8;0
11343;"Sonnblick";3105;"04-05-2025";"00:00";-0,9;-2,3;92;284;47,9;290;72,7;;;695,1;0
11389;"St. Pölten";270;"04-05-2025";"00:00";15,7;12,5;81;191;4;207;9;0;1006,9;975,6;0
11010;"Linz/Hörsching";298;"04-05-2025";"01:00";15,1;12;81;270;14,8;;20,5;0;1008,1;971,7;0
11012;"Kremsmünster";383;"04-05-2025";"01:00";18;10,4;61;237;16,6;246;31,7;0;1007;962,4;0
11022;"Retz";320;"04-05-2025";"01:00";16,6;10,2;66;240;14,4;238;21,2;0;1005,5;968,6;0
11035;"Wien/Hohe Warte";203;"04-05-2025";"01:00";16,3;11,9;75;279;13,7;283;17,3;0;1005,7;981,5;0
11036;"Wien/Schwechat";183;"04-05-2025";"01:00";14,4;13,3;93;180;11,2;;20,5;0;1006,7;985,2;0
11101;"Bregenz";424;"04-05-2025";"01:00";16,3;11,5;74;102;16,9;141;41,4;0,1;1010,1;959,8;0
11121;"Innsbruck";579;"04-05-2025";"01:00";13,6;9,4;76;247;9,7;298;20,9;0;1010,8;943,5;0
11126;"Patscherkofel";2247;"04-05-2025";"01:00";6,4;0,2;64;200;14,4;195;27,7;0;;772,9;0
11130;"Kufstein";495;"04-05-2025";"01:00";17,6;8,3;54;207;4,3;211;21,6;0;1008,3;952,2;0
11150;"Salzburg";430;"04-05-2025";"01:00";16,1;11;72;170;7,6;;24,1;0;1007,9;956,8;0
11155;"Feuerkogel";1618;"04-05-2025";"01:00";11,6;4,8;63;291;17,3;285;55,8;0;;833,1;0
11157;"Aigen im Ennstal";640;"04-05-2025";"01:00";11,7;9,5;86;103;4,7;235;9,4;0;1010,3;935,2;0
11171;"Mariazell";866;"04-05-2025";"01:00";10,9;10,5;98;136;11,5;143;16,9;0;1009,4;911,1;0
11190;"Eisenstadt";184;"04-05-2025";"01:00";16,8;13;79;297;14,4;305;24,1;0;1005,9;984,7;0
11204;"Lienz";659;"04-05-2025";"01:00";11,8;10,8;93;218;3,2;266;85,3;10,8;1013;936;0
