"Station";"Name";"Höhe m";"Datum";"Zeit";"T °C";"TP °C";"RF %";"WR °";"WG km/h";"WSR °";"WSG km/h";"N l/m²";"LDred hPa";"LDstat hPa";"SO %"
11010;"Linz/Hörsching";298;"17-07-2026";"00:00";24,2;15,3;58;60;7,6;;13;0;1014,6;979,1;0
11012;"Kremsmünster";383;"17-07-2026";"00:00";23,6;15,1;59;229;6,8;223;20,5;0;1014,5;970,4;0
11022;"Retz";320;"17-07-2026";"00:00";24,9;15,2;55;28;5,4;52;10,4;0;1015,8;979,6;0
11035;"Wien/Hohe Warte";203;"17-07-2026";"00:00";25;16,3;59;179;6,5;184;14,8;0;1015,8;992,1;0
11036;"Wien/Schwechat";183;"17-07-2026";"00:00";22,7;17,8;74;150;9,4;;16,6;0;1016,3;995,2;0
11101;"Bregenz";424;"17-07-2026";"00:00";21;15,8;72;131;16,9;95;44,3;;1016,1;966,4;0
11121;"Innsbruck";579;"17-07-2026";"00:00";19,4;16,4;83;311;12,2;318;28,8;0;1017,7;951,4;0
11126;"Patscherkofel";2247;"17-07-2026";"00:00";12,7;8,5;76;160;5,8;341;25,9;0,2;;782,9;0
11130;"Kufstein";495;"17-07-2026";"00:00";19,2;17,6;90;51;14,4;72;33,1;0,6;1015,2;959,2;0
11150;"Salzburg";430;"17-07-2026";"00:00";23;15,2;62;250;20,5;;44,3;0,1;1016,8;966,5;0
11155;"Feuerkogel";1618;"17-07-2026";"00:00";14,9;11,6;80;200;42,1;195;59;0,3;;842,7;0
11157;"Aigen im Ennstal";640;"17-07-2026";"00:00";19,6;14,5;72;98;3,2;319;9,4;0;1016,7;943,2;0
11171;"Mariazell";866;"17-07-2026";"00:00";19,9;15,5;76;187;6,8;192;17,3;0;1017;921;0
11190;"Eisenstadt";184;"17-07-2026";"00:00";21,9;17,3;75;350;9,4;344;13,7;0;1016,2;995,2;0
11204;"Lienz";659;"17-07-2026";"00:00";23,8;16;62;54;1,4;118;16,6;0;1016;941,9;0
11240;"Graz/Flughafen";340;"17-07-2026";"00:00";21,6;19,3;86;360;3,6;;5,4;0;1017,7;976,3;0
11244;"Bad Gleichenberg";280;"17-07-2026";"00:00";20,8;18,6;87;336;2,9;324;7,6;0;1018;986,8;0
11265;"Villacher Alpe";2140;"17-07-2026";"00:00";13,7;10,8;83;211;29,9;214;35,3;0;;792,2;0
11331;"Klagenfurt/Flughafen";447;"17-07-2026";"00:00";22,5;17,8;75;41;2,9;71;13,3;0;1016,9;965,8;0
11343;"Sonnblick";3105;"17-07-2026";"00:00";7,4;7;97;184;14,8;224;35,6;;;706,4;0
11389;"St. Pölten";270;"17-07-2026";"00:00";24;17,5;67;29;4,3;33;9,7;0;1015,3;984,7;0
11010;"Linz/Hörsching";298;"17-07-2026";"01:00";24,2;15,3;58;80;3,6;;9,4;0;1014,6;979,1;0
11012;"Kremsmünster";383;"17-07-2026";"01:00";23,8;14,7;56;240;10,8;242;32;0;1015,2;971,1;0
11022;"Retz";320;"17-07-2026";"01:00";24;15,4;59;28;9,7;22;14;0;1015,5;979,2;0
11035;"Wien/Hohe Warte";203;"17-07-2026";"01:00";24,6;15,8;58;172;8,3;165;16,6;0;1015,4;991,7;0
11036;"Wien/Schwechat";183;"17-07-2026";"01:00";22,2;17,3;74;170;11,2;;14,8;0;1016,1;995;0
11101;"Bregenz";424;"17-07-2026";"01:00";20;15,8;78;141;15,5;138;37,1;0;1015,7;965,8;0
11121;"Innsbruck";579;"17-07-2026";"01:00";19,5;15,8;79;313;23;299;31,7;0;1018,6;952,2;0
11126;"Patscherkofel";2247;"17-07-2026";"01:00";11,2;8,4;84;284;10,4;171;28,1;0;;783,1;0
11130;"Kufstein";495;"17-07-2026";"01:00";19,9;17,3;86;225;9;238;45,7;0,1;1017,2;961,2;0
11150;"Salzburg";430;"17-07-2026";"01:00";20,4;16,5;78;170;25,9;;53,6;0,7;1016,9;966,2;0
11155;"Feuerkogel";1618;"17-07-2026";"01:00";14,9;11,7;81;295;14;207;41,4;0,2;;843,4;0
11157;"Aigen im Ennstal";640;"17-07-2026";"01:00";19,3;14,8;75;129;4,3;211;16,2;0;1017,1;943,5;0
11171;"Mariazell";866;"17-07-2026";"01:00";19,5;15,6;78;134;5,4;140;11,2;0;1016,4;920,3;0
11190;"Eisenstadt";184;"17-07-2026";"01:00";21,5;17,2;77;342;8,3;348;13,7;0;1015,8;994,8;0
11204;"Lienz";659;"17-07-2026";"01:00";23,5;16,1;63;263;15,8;279;31,3;0;1016,5;942,3;0
11240;"Graz/Flughafen";340;"17-07-2026";"01:00";20,9;19,1;90;0;1,8;;3,6;0;1016,8;975,3;0
11244;"Bad Gleichenberg";280;"17-07-2026";"01:00";20,3;18,3;88;330;1,1;310;5,4;0;1017,3;986;0
11265;"Villacher Alpe";2140;"17-07-2026";"01:00";13,3;10,3;83;202;24,5;210;35,6;0;;791,6;0
11331;"Klagenfurt/Flughafen";447;"17-07-2026";"01:00";21,1;17,6;81;320;4,7;298;13;0;1017,2;965,8;0
11343;"Sonnblick";3105;"17-07-2026";"01:00";6,9;7;100;247;23;191;41,8;;;706,6;0
11389;"St. Pölten";270;"17-07-2026";"01:00";23,2;16,9;68;23;3,6;334;8,3;0;1014,9;984,2;0
11010;"Linz/Hörsching";298;"17-07-2026";"02:00";22,6;17,4;72;270;22,3;;37,1;0,6;1016,8;981,1;0
11012;"Kremsmünster";383;"17-07-2026";"02:00";23,1;17;69;244;19,4;248;62,3;0,1;1016,7;972,5;0
11022;"Retz";320;"17-07-2026";"02:00";24,1;15,5;59;24;7,6;27;14;0;1015,6;979,3;0
11035;"Wien/Hohe Warte";203;"17-07-2026";"02:00";23,1;16,5;67;194;4,3;174;13;0;1015,5;991,6;0
11036;"Wien/Schwechat";183;"17-07-2026";"02:00";23;17,1;70;180;11,2;;14,8;0;1015,7;994,7;0
11101;"Bregenz";424;"17-07-2026";"02:00";21,5;15,2;68;124;24,1;119;47,2;0;1015;965,4;0
11121;"Innsbruck";579;"17-07-2026";"02:00";19,3;15,5;79;289;14,8;259;53,6;1,1;1018,4;952;0
11126;"Patscherkofel";2247;"17-07-2026";"02:00";9,7;7,9;89;305;13,7;313;48,2;1,4;;782,7;0
11130;"Kufstein";495;"17-07-2026";"02:00";19,6;17,2;87;223;6,8;207;27;0;1017,4;961,3;0
11150;"Salzburg";430;"17-07-2026";"02:00";21,1;15,5;70;170;18,4;;53,6;0,3;1016,3;965,7;0
11155;"Feuerkogel";1618;"17-07-2026";"02:00";14,4;8,4;67;278;42,1;284;72;1,3;;843,3;0
11157;"Aigen im Ennstal";640;"17-07-2026";"02:00";19,5;15,4;77;194;1,8;116;9;0;1017,8;944,2;0
11171;"Mariazell";866;"17-07-2026";"02:00";17,7;15,1;85;164;4;128;10,8;0;1017;920,3;0
11190;"Eisenstadt";184;"17-07-2026";"02:00";21,1;17,5;80;6;9;351;15,8;0,1;1015,7;994,7;0
11204;"Lienz";659;"17-07-2026";"02:00";21,5;16,2;72;293;8,3;274;28,8;0;1017,1;942,3;0
